system:index,Longitude,PlotID,Type,description,doy-20140509,doy-20140525,doy-20140610,doy-20140626,doy-20140712,doy-20140728,doy-20140813,doy-20140829,doy-20140914,doy-20140930,doy-20150509,doy-20150525,doy-20150610,doy-20150626,doy-20150712,doy-20150728,doy-20150813,doy-20150829,doy-20150914,doy-20150930,evi-20140509,evi-20140525,evi-20140610,evi-20140626,evi-20140712,evi-20140728,evi-20140813,evi-20140829,evi-20140914,evi-20140930,evi-20150509,evi-20150525,evi-20150610,evi-20150626,evi-20150712,evi-20150728,evi-20150813,evi-20150829,evi-20150914,evi-20150930,geometry,name,ndvi-20140509,ndvi-20140525,ndvi-20140610,ndvi-20140626,ndvi-20140712,ndvi-20140728,ndvi-20140813,ndvi-20140829,ndvi-20140914,ndvi-20140930,ndvi-20150509,ndvi-20150525,ndvi-20150610,ndvi-20150626,ndvi-20150712,ndvi-20150728,ndvi-20150813,ndvi-20150829,ndvi-20150914,ndvi-20150930,summaryQA-20140509,summaryQA-20140525,summaryQA-20140610,summaryQA-20140626,summaryQA-20140712,summaryQA-20140728,summaryQA-20140813,summaryQA-20140829,summaryQA-20140914,summaryQA-20140930,summaryQA-20150509,summaryQA-20150525,summaryQA-20150610,summaryQA-20150626,summaryQA-20150712,summaryQA-20150728,summaryQA-20150813,summaryQA-20150829,summaryQA-20150914,summaryQA-20150930,.geo
1342,-114.02587,958.0,Biomass,,140,156,162,192,206,217,226,249,263,279,142,154,176,186,195,211,226,243,266,273,2184,2243,3620,4332,7893,6543,6598,7236,3508,1830,3108,1949,4263,3600,4271,4260,3028,5795,5297,5210,"{""geodesic"":true,""type"":""Point"",""coordinates"":[-114.02587,46.67247]}",,4272,4066,5053,6190,8658,7394,7608,8268,5512,3124,4775,3884,5770,5987,6087,6422,4444,7509,7309,7175,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,"{""geodesic"":true,""type"":""Point"",""coordinates"":[-114.02587,46.67247]}"
1337,-114.02348,953.0,Biomass,,142,156,174,183,206,213,237,245,263,279,129,154,165,186,202,211,226,256,271,278,3139,2594,3382,3075,2875,3510,3181,2289,1754,1570,2656,3024,2819,2090,2207,2440,3021,3150,2316,2860,"{""geodesic"":true,""type"":""Point"",""coordinates"":[-114.02348,46.67406]}",,5443,4611,5479,5122,4737,5309,4988,4430,3341,2984,4594,5453,4396,4054,4104,4213,4430,4784,4185,4929,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,"{""geodesic"":true,""type"":""Point"",""coordinates"":[-114.02348,46.67406]}"
1339,-114.02991,955.0,Biomass,,137,153,172,183,194,210,229,249,263,279,129,154,163,179,195,211,226,254,263,273,2540,2424,3225,2656,2732,2701,2608,1887,1720,1473,2008,2402,2473,2078,1958,1879,2195,2259,1997,1645,"{""geodesic"":true,""type"":""Point"",""coordinates"":[-114.02991,46.68067]}",,4177,4056,5640,4530,4186,4413,4671,3683,3376,3133,3908,4400,4390,3745,3475,3418,3445,3830,3355,3225,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,"{""geodesic"":true,""type"":""Point"",""coordinates"":[-114.02991,46.68067]}"
1338,-114.02947,954.0,Biomass,,132,153,173,192,194,210,240,249,263,279,142,154,163,177,195,213,226,243,263,278,2225,2008,2951,2505,2732,1820,2188,2154,1693,1342,2760,2911,2494,2351,1760,1759,2166,1840,1556,1583,"{""geodesic"":true,""type"":""Point"",""coordinates"":[-114.02947,46.68086]}",,3710,3506,4494,4224,4186,3154,4055,4023,3451,2929,4634,5275,4399,4250,3153,3114,3380,3305,2706,3197,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,"{""geodesic"":true,""type"":""Point"",""coordinates"":[-114.02947,46.68086]}"
1442,-114.03416,1242.0,Biomass,,137,156,174,192,194,213,226,249,263,279,129,154,163,184,195,223,226,243,268,277,2137,1969,3837,3710,3358,3049,3237,2091,1601,1396,1953,1511,1614,1667,2482,2893,3191,2258,2330,2244,"{""geodesic"":true,""type"":""Point"",""coordinates"":[-114.03416,46.68016]}",,3894,4500,6488,5710,5114,5371,5336,4346,3598,3247,4173,3447,3263,3766,4454,5511,4888,4110,4190,4034,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,"{""geodesic"":true,""type"":""Point"",""coordinates"":[-114.03416,46.68016]}"
1441,-114.03706,1241.0,Biomass,,137,156,174,192,194,213,226,249,263,279,129,154,163,184,195,223,226,243,268,277,2137,1969,3837,3710,3358,3049,3237,2091,1601,1396,1953,1511,1614,1667,2482,2893,3191,2258,2330,2244,"{""geodesic"":true,""type"":""Point"",""coordinates"":[-114.03706,46.68063]}",,3894,4500,6488,5710,5114,5371,5336,4346,3598,3247,4173,3447,3263,3766,4454,5511,4888,4110,4190,4034,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,"{""geodesic"":true,""type"":""Point"",""coordinates"":[-114.03706,46.68063]}"
1443,-114.03297,1243.0,Biomass,,137,153,174,192,208,210,240,251,263,279,129,159,163,179,195,223,226,243,268,277,2886,2621,4033,3450,3251,3586,3392,2699,1722,1476,2034,1820,2150,2229,2354,4360,3645,2432,2633,2584,"{""geodesic"":true,""type"":""Point"",""coordinates"":[-114.03297,46.68143]}",,4773,4397,6578,5399,5325,5788,5819,4649,3616,3273,3968,3731,3907,4353,4128,6765,5367,4276,4602,4367,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,"{""geodesic"":true,""type"":""Point"",""coordinates"":[-114.03297,46.68143]}"
1344,-114.03608,960.0,Biomass,,142,156,176,183,206,217,231,247,263,283,129,154,163,186,195,213,226,252,268,277,6358,5414,6076,5179,6047,4969,5066,3518,3466,2586,3561,4177,4641,4078,2562,6030,4189,3321,3568,2584,"{""geodesic"":true,""type"":""Point"",""coordinates"":[-114.03608,46.68537]}",,8030,7333,7489,7209,8090,6666,7278,5946,5768,4202,5895,6428,7193,6355,4387,7413,5890,5275,5466,4367,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,"{""geodesic"":true,""type"":""Point"",""coordinates"":[-114.03608,46.68537]}"
1335,-114.03336,951.0,Biomass,,142,156,174,192,208,210,237,247,263,279,129,159,167,186,195,224,226,256,268,273,2930,2283,4808,3561,4858,4595,4736,2380,2313,1606,2575,2309,3284,2602,1908,5675,4179,3328,2669,2482,"{""geodesic"":true,""type"":""Point"",""coordinates"":[-114.03336,46.68518]}",,4874,4253,7083,5301,6744,6580,6771,4629,4379,3061,4722,4543,5055,4509,3293,7088,5880,5055,4473,4248,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,"{""geodesic"":true,""type"":""Point"",""coordinates"":[-114.03336,46.68518]}"
1341,-114.03595,957.0,Biomass,,141,156,174,192,208,212,226,249,268,279,142,154,163,179,195,211,226,252,271,278,3330,2428,3524,1641,2427,2983,2330,1636,1646,1245,4220,2553,2702,2099,1789,2357,2697,1684,1753,1343,"{""geodesic"":true,""type"":""Point"",""coordinates"":[-114.03595,46.68937]}",,5027,4526,5905,3032,4145,4561,4143,2979,3265,2396,5847,4987,4670,3649,3249,4252,4313,3169,3592,2902,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,"{""geodesic"":true,""type"":""Point"",""coordinates"":[-114.03595,46.68937]}"
1340,-114.03329,956.0,Biomass,,141,156,174,192,208,212,226,249,268,279,142,154,163,179,195,211,226,252,271,278,3330,2428,3524,1641,2427,2983,2330,1636,1646,1245,4220,2553,2702,2099,1789,2357,2697,1684,1753,1343,"{""geodesic"":true,""type"":""Point"",""coordinates"":[-114.03329,46.68763]}",,5027,4526,5905,3032,4145,4561,4143,2979,3265,2396,5847,4987,4670,3649,3249,4252,4313,3169,3592,2902,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,"{""geodesic"":true,""type"":""Point"",""coordinates"":[-114.03329,46.68763]}"
1481,-114.03575,109p,Pellet 2015,,140,153,172,183,208,210,237,245,267,279,129,154,165,179,195,223,226,254,263,277,4554,3208,3969,4071,4858,4595,4736,3266,2987,1924,3578,4241,3522,3649,1789,4309,2735,3071,2884,2554,"{""geodesic"":true,""type"":""Point"",""coordinates"":[-114.03575,46.68716]}",,6800,4814,6318,5965,6744,6580,6771,5743,4659,3575,5682,6549,5288,5984,3249,6546,4359,4814,4621,4180,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,"{""geodesic"":true,""type"":""Point"",""coordinates"":[-114.03575,46.68716]}"
1544,-114.03596,37p,Pellet 2014,,142,153,174,183,208,210,226,249,258,279,129,154,163,179,195,211,226,252,268,277,6358,6218,6363,3734,6598,5609,6129,4385,3567,2762,4206,4311,4641,4215,2562,5570,2856,3255,3568,2415,"{""geodesic"":true,""type"":""Point"",""coordinates"":[-114.03596,46.68645]}",,8030,7530,8227,6376,8268,7637,7698,6853,5656,4786,6490,6899,7193,6709,4387,7402,4508,5435,5466,4365,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,"{""geodesic"":true,""type"":""Point"",""coordinates"":[-114.03596,46.68645]}"
1343,-114.03611,959.0,Biomass,,142,153,174,183,208,210,226,249,258,279,129,154,163,179,195,211,226,252,268,277,6358,6218,6363,3734,6598,5609,6129,4385,3567,2762,4206,4311,4641,4215,2562,5570,2856,3255,3568,2415,"{""geodesic"":true,""type"":""Point"",""coordinates"":[-114.03611,46.68652]}",,8030,7530,8227,6376,8268,7637,7698,6853,5656,4786,6490,6899,7193,6709,4387,7402,4508,5435,5466,4365,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,"{""geodesic"":true,""type"":""Point"",""coordinates"":[-114.03611,46.68652]}"
1539,-114.03638,32p,Pellet 2014,,142,153,174,183,208,210,226,249,258,279,129,154,163,179,195,211,226,252,268,277,6358,6218,6363,3734,6598,5609,6129,4385,3567,2762,4206,4311,4641,4215,2562,5570,2856,3255,3568,2415,"{""geodesic"":true,""type"":""Point"",""coordinates"":[-114.03638,46.6859]}",,8030,7530,8227,6376,8268,7637,7698,6853,5656,4786,6490,6899,7193,6709,4387,7402,4508,5435,5466,4365,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,"{""geodesic"":true,""type"":""Point"",""coordinates"":[-114.03638,46.6859]}"
1549,-114.12659,42p,Pellet 2014,,142,153,174,183,208,222,240,249,263,279,129,159,163,179,202,211,226,255,263,278,2641,2344,3199,3793,3521,3155,2882,2550,2704,2012,2588,3491,3870,3367,3116,3075,3335,2559,2563,2783,"{""geodesic"":true,""type"":""Point"",""coordinates"":[-114.12659,46.69145]}",,5486,3122,6243,6565,6283,6130,5690,5477,5462,4964,5232,6975,6572,5911,5836,5786,6026,5934,5250,6082,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,"{""geodesic"":true,""type"":""Point"",""coordinates"":[-114.12659,46.69145]}"
1495,-114.12883,123p,Pellet 2015,,142,159,174,192,203,217,240,249,263,279,129,159,163,179,202,223,226,255,271,278,2813,4571,3904,3742,4187,3859,3495,3148,2772,2559,2537,3549,3834,3968,3353,3064,3675,2757,2554,2872,"{""geodesic"":true,""type"":""Point"",""coordinates"":[-114.12883,46.68902]}",,5343,6343,6790,6358,6458,6191,6188,5924,5470,5136,5096,6997,6259,6456,6024,6596,6127,6095,6181,5899,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,"{""geodesic"":true,""type"":""Point"",""coordinates"":[-114.12883,46.68902]}"
1553,-114.12859,46p,Pellet 2014,,142,159,174,192,203,217,240,249,263,279,129,159,163,179,202,223,226,255,271,278,2813,4571,3904,3742,4187,3859,3495,3148,2772,2559,2537,3549,3834,3968,3353,3064,3675,2757,2554,2872,"{""geodesic"":true,""type"":""Point"",""coordinates"":[-114.12859,46.6886]}",,5343,6343,6790,6358,6458,6191,6188,5924,5470,5136,5096,6997,6259,6456,6024,6596,6127,6095,6181,5899,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,"{""geodesic"":true,""type"":""Point"",""coordinates"":[-114.12859,46.6886]}"
1558,-114.11618,51p,Pellet 2014,,142,153,174,192,208,210,240,249,268,279,142,159,163,179,202,211,226,255,271,278,3124,4246,3420,3551,3426,3585,2682,2713,2739,2194,3810,3495,3971,3302,3049,3002,3103,2431,2446,2655,"{""geodesic"":true,""type"":""Point"",""coordinates"":[-114.11618,46.68783]}",,6257,6477,6656,6290,6407,6094,5411,5829,6082,5477,6368,7125,6833,5835,5934,5876,5512,5795,5752,6152,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,"{""geodesic"":true,""type"":""Point"",""coordinates"":[-114.11618,46.68783]}"
1516,-114.10985,9p,Pellet 2014,,142,153,174,192,194,213,238,249,263,279,129,159,163,186,199,223,226,252,271,288,2967,2852,2998,3097,2939,2952,2429,2566,1918,2092,2565,3157,2944,2505,2884,2437,2820,2116,2186,2445,"{""geodesic"":true,""type"":""Point"",""coordinates"":[-114.10985,46.68795]}",,5747,4916,5845,5424,5018,5758,5263,5136,4316,4699,5221,6578,5453,5238,4971,5400,5042,4462,5194,4762,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,"{""geodesic"":true,""type"":""Point"",""coordinates"":[-114.10985,46.68795]}"
1478,-114.10282,106p,Pellet 2015,,140,153,174,183,208,210,240,245,263,276,140,154,163,177,202,211,226,254,270,277,3051,2639,2499,2422,2145,2289,1697,2105,2017,1897,2880,3496,3191,2925,2234,1927,2142,1690,1876,1614,"{""geodesic"":true,""type"":""Point"",""coordinates"":[-114.10282,46.69392]}",,5660,5191,4772,4698,4153,4152,3445,4092,3927,3297,4995,6074,5727,5397,4253,3894,3660,3286,3388,3122,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,"{""geodesic"":true,""type"":""Point"",""coordinates"":[-114.10282,46.69392]}"
1526,-114.10265,19p,Pellet 2014,,142,153,174,183,208,210,240,249,263,279,140,154,163,179,202,211,226,254,270,277,3078,2907,2674,2933,2651,2656,2080,2293,2117,1833,2918,3601,3158,2831,2256,2195,2141,2101,2076,1921,"{""geodesic"":true,""type"":""Point"",""coordinates"":[-114.10265,46.69303]}",,5667,5658,5122,5367,4877,4576,4118,4418,4072,3800,5084,6262,5757,4790,4194,4242,3587,3817,3684,3612,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,"{""geodesic"":true,""type"":""Point"",""coordinates"":[-114.10265,46.69303]}"
1536,-114.10612,29p,Pellet 2014,,140,153,174,183,206,215,237,245,263,276,140,159,163,177,202,211,226,254,270,273,3090,2465,2716,2540,2135,2129,2326,1944,1893,1997,2653,3445,2783,2856,2067,1996,2527,1816,1883,1732,"{""geodesic"":true,""type"":""Point"",""coordinates"":[-114.10612,46.69172]}",,6081,4942,5437,5113,4558,4186,4410,4262,3996,3661,4916,6768,5383,5474,4179,4143,4416,3716,3915,3709,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,"{""geodesic"":true,""type"":""Point"",""coordinates"":[-114.10612,46.69172]}"
1512,-114.103567,5p,Pellet 2014,,140,153,174,183,194,215,240,245,258,276,140,154,163,179,199,223,226,252,270,277,3235,2738,2351,2336,2298,2040,1666,1887,1951,1954,2663,3080,2743,2403,2194,1847,2186,1779,1904,1721,"{""geodesic"":true,""type"":""Point"",""coordinates"":[-114.103567,46.70373]}",,6094,4828,4556,4571,3952,4018,3495,3950,3713,3561,4771,5552,5026,4297,3849,3819,3639,3589,3568,3505,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,"{""geodesic"":true,""type"":""Point"",""coordinates"":[-114.103567,46.70373]}"
1545,-114.11369,38p,Pellet 2014,,132,153,174,183,208,210,238,245,263,279,140,159,163,179,202,211,226,254,263,273,2915,3694,2838,3065,3014,3372,2565,2771,2506,2402,3251,2936,3491,3207,2550,2576,2819,2597,2682,2247,"{""geodesic"":true,""type"":""Point"",""coordinates"":[-114.11369,46.70657]}",,6063,6579,6068,6103,6201,6315,6437,6406,6026,5962,6209,6955,6542,6349,5626,5726,5185,5722,6119,5602,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,"{""geodesic"":true,""type"":""Point"",""coordinates"":[-114.11369,46.70657]}"
1509,-114.114833,2p,Pellet 2014,,140,153,172,187,204,222,237,249,258,279,129,159,163,186,202,211,226,255,270,273,2862,3694,2992,3664,2855,2676,2747,2513,2774,2179,2687,2936,3127,2943,2286,2336,2943,2422,2398,2005,"{""geodesic"":true,""type"":""Point"",""coordinates"":[-114.114833,46.708717]}",,6700,6579,6916,6591,6894,6501,5394,5550,5612,4878,6154,6955,5930,6288,4915,5105,5479,6636,4844,4847,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,"{""geodesic"":true,""type"":""Point"",""coordinates"":[-114.114833,46.708717]}"
1540,-114.10205,33p,Pellet 2014,,142,153,174,183,206,213,238,256,263,279,140,159,163,179,202,223,226,255,263,273,2831,3420,3018,3048,2483,2518,2152,2332,2156,2008,3583,3012,3264,2750,2205,2437,2912,2003,2521,2099,"{""geodesic"":true,""type"":""Point"",""coordinates"":[-114.10205,46.72954]}",,6221,6178,6539,6233,5836,6009,5612,5290,5525,5095,6207,6951,6305,5521,5115,6013,5709,5782,5594,5599,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,"{""geodesic"":true,""type"":""Point"",""coordinates"":[-114.10205,46.72954]}"
1485,-114.09718,113p,Pellet 2015,,140,153,174,183,208,213,240,249,263,279,140,159,163,179,202,211,226,254,270,277,4038,2421,2456,2424,2450,2364,1902,2032,1732,1619,2547,3553,2764,2369,2021,2026,2005,1976,1938,1688,"{""geodesic"":true,""type"":""Point"",""coordinates"":[-114.09718,46.7068]}",,6824,4205,4702,4585,4452,4419,3811,4004,3516,3427,4367,6504,5054,4136,3805,3955,3366,3742,3623,3208,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,"{""geodesic"":true,""type"":""Point"",""coordinates"":[-114.09718,46.7068]}"
1474,-114.09685,102p,Pellet 2015,,140,153,174,183,208,213,240,249,263,279,140,159,163,179,202,211,226,254,270,277,4038,2421,2456,2424,2450,2364,1902,2032,1732,1619,2547,3553,2764,2369,2021,2026,2005,1976,1938,1688,"{""geodesic"":true,""type"":""Point"",""coordinates"":[-114.09685,46.70679]}",,6824,4205,4702,4585,4452,4419,3811,4004,3516,3427,4367,6504,5054,4136,3805,3955,3366,3742,3623,3208,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,"{""geodesic"":true,""type"":""Point"",""coordinates"":[-114.09685,46.70679]}"
1520,-114.09929,13p,Pellet 2014,,140,153,172,192,204,213,238,249,258,279,129,158,163,179,202,211,226,255,270,288,2857,2340,2560,2188,2316,2364,1518,1672,2073,1619,2493,2911,2359,2038,1599,1764,1918,1834,1767,1850,"{""geodesic"":true,""type"":""Point"",""coordinates"":[-114.09929,46.70661]}",,5362,4300,4975,4072,4628,4419,3251,3357,3849,3427,4742,5003,4518,3655,3097,3469,3302,3775,3326,3349,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,"{""geodesic"":true,""type"":""Point"",""coordinates"":[-114.09929,46.70661]}"
1490,-114.09773,118p,Pellet 2015,,140,153,174,187,204,213,226,249,258,279,140,154,163,177,199,223,226,252,270,277,3657,3010,2813,2856,2790,2790,2246,2032,2201,1815,3007,2955,2764,2377,2403,2037,2285,1764,1938,1712,"{""geodesic"":true,""type"":""Point"",""coordinates"":[-114.09773,46.70555]}",,6467,5101,5094,4710,5223,4901,3939,4004,3981,3716,5190,5331,5054,4434,4075,4009,3788,3545,3623,3506,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,"{""geodesic"":true,""type"":""Point"",""coordinates"":[-114.09773,46.70555]}"
1488,-114.09781,116p,Pellet 2015,,140,153,174,187,204,213,226,249,258,279,140,154,163,177,199,223,226,252,270,277,3657,3010,2813,2856,2790,2790,2246,2032,2201,1815,3007,2955,2764,2377,2403,2037,2285,1764,1938,1712,"{""geodesic"":true,""type"":""Point"",""coordinates"":[-114.09781,46.70556]}",,6467,5101,5094,4710,5223,4901,3939,4004,3981,3716,5190,5331,5054,4434,4075,4009,3788,3545,3623,3506,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,"{""geodesic"":true,""type"":""Point"",""coordinates"":[-114.09781,46.70556]}"
1507,-114.10089,135p,Pellet 2015,,140,153,174,187,204,213,226,249,258,279,140,154,163,177,199,223,226,252,270,277,3657,3010,2813,2856,2790,2790,2246,2032,2201,1815,3007,2955,2764,2377,2403,2037,2285,1764,1938,1712,"{""geodesic"":true,""type"":""Point"",""coordinates"":[-114.10089,46.7061]}",,6467,5101,5094,4710,5223,4901,3939,4004,3981,3716,5190,5331,5054,4434,4075,4009,3788,3545,3623,3506,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,"{""geodesic"":true,""type"":""Point"",""coordinates"":[-114.10089,46.7061]}"
1499,-114.10303,127p,Pellet 2015,,140,153,171,183,194,215,240,249,263,279,129,154,163,177,202,223,226,254,270,273,3041,2738,2632,2254,2298,2040,1776,1887,1721,1694,2693,2920,2571,2134,1745,1908,2178,1846,1904,1708,"{""geodesic"":true,""type"":""Point"",""coordinates"":[-114.10303,46.70464]}",,5796,4828,4636,4459,3952,4018,3649,3870,3568,3487,5027,5398,4811,4104,3473,3837,3814,3566,3568,3434,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,"{""geodesic"":true,""type"":""Point"",""coordinates"":[-114.10303,46.70464]}"
1511,-114.06918,4p,Pellet 2014,,140,153,171,187,206,213,240,249,263,279,140,154,163,177,199,223,226,254,263,284,3568,2679,3277,3525,2812,2987,3076,3380,2874,2935,3434,3134,3147,3340,3692,2842,3378,2858,3029,2650,"{""geodesic"":true,""type"":""Point"",""coordinates"":[-114.06918,46.70755]}",,6496,4729,5738,5418,5616,6081,5615,5705,5410,5254,5568,6344,5808,6093,5788,5902,5372,5302,5612,4757,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,"{""geodesic"":true,""type"":""Point"",""coordinates"":[-114.06918,46.70755]}"
1489,-114.07183,117p,Pellet 2015,,132,153,172,189,194,210,226,254,268,283,140,154,163,177,200,211,226,252,268,278,3844,2411,2908,4359,3674,2755,2929,2877,3245,2858,3561,4922,3226,4552,3229,2320,3275,2215,2213,2496,"{""geodesic"":true,""type"":""Point"",""coordinates"":[-114.07183,46.70924]}",,5816,4045,5080,5955,5316,4238,4850,5062,5622,4551,5318,7092,5334,6283,5303,3989,4798,4046,3839,4625,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,"{""geodesic"":true,""type"":""Point"",""coordinates"":[-114.07183,46.70924]}"
1521,-114.05221,14p,Pellet 2014,,140,153,176,187,208,217,231,247,263,283,142,159,167,179,195,211,226,252,270,273,2699,2926,3169,3745,3381,3372,3046,2943,2684,2720,3371,3133,3657,3264,2634,3012,3194,2708,2949,2436,"{""geodesic"":true,""type"":""Point"",""coordinates"":[-114.05221,46.7151]}",,6565,5852,6177,6761,6870,6356,6534,6447,6286,5328,6322,7210,6435,6453,5364,6323,5389,5673,5735,5684,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,"{""geodesic"":true,""type"":""Point"",""coordinates"":[-114.05221,46.7151]}"
1026,-114.05119,279.0,Biomass,,141,153,162,187,208,210,226,245,268,276,142,149,165,186,199,213,226,255,271,278,2465,1175,3174,2740,2561,3204,2771,2337,2443,2216,2148,2827,2879,2300,2688,2368,3194,1884,1997,1955,"{""geodesic"":true,""type"":""Point"",""coordinates"":[-114.05119,46.71571]}",,5460,3360,5867,5534,5112,5765,5539,5782,5743,4297,4641,5194,5392,4788,4688,4396,5389,4209,4460,4466,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,"{""geodesic"":true,""type"":""Point"",""coordinates"":[-114.05119,46.71571]}"
1030,-114.05174,283.0,Biomass,,140,153,176,187,208,217,231,247,263,283,142,159,167,179,195,211,226,252,270,273,2699,2926,3169,3745,3381,3372,3046,2943,2684,2720,3371,3133,3657,3264,2634,3012,3194,2708,2949,2436,"{""geodesic"":true,""type"":""Point"",""coordinates"":[-114.05174,46.71463]}",,6565,5852,6177,6761,6870,6356,6534,6447,6286,5328,6322,7210,6435,6453,5364,6323,5389,5673,5735,5684,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,"{""geodesic"":true,""type"":""Point"",""coordinates"":[-114.05174,46.71463]}"
1029,-114.05093,282.0,Biomass,,142,153,172,192,206,217,240,249,258,279,129,154,163,179,195,223,226,243,270,273,2583,2936,2919,3410,3876,3129,3064,2969,3051,2261,2373,3511,3021,2884,3504,2865,3450,2868,2824,2654,"{""geodesic"":true,""type"":""Point"",""coordinates"":[-114.05093,46.71202]}",,6014,6069,6534,6473,7392,5659,6229,5547,5846,5051,5075,6853,5842,5209,5958,6186,5532,5632,5204,5711,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,"{""geodesic"":true,""type"":""Point"",""coordinates"":[-114.05093,46.71202]}"
1028,-114.04823,281.0,Biomass,,141,153,162,188,204,210,226,247,263,279,140,149,176,186,204,223,226,243,263,287,2557,792,3171,3308,3302,3379,3158,2103,2181,2238,2171,2688,3922,3103,3210,2865,3289,2965,2986,1860,"{""geodesic"":true,""type"":""Point"",""coordinates"":[-114.04823,46.70929]}",,5584,2563,6096,7221,6735,5951,5552,4167,4102,4252,4295,5100,6541,5460,5097,6186,5396,5169,5595,3814,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,"{""geodesic"":true,""type"":""Point"",""coordinates"":[-114.04823,46.70929]}"
1027,-114.04875,280.0,Biomass,,141,153,171,188,194,213,237,249,267,276,140,154,167,177,193,223,226,256,271,277,2203,907,1940,2132,2110,2432,2911,2545,2039,2021,1513,1833,2409,2688,2207,1953,2816,2568,2112,1940,"{""geodesic"":true,""type"":""Point"",""coordinates"":[-114.04875,46.71033]}",,4643,2812,4476,5353,4098,4532,5110,4514,3637,3459,3521,4393,4352,5230,4324,3951,4705,4394,4088,3546,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,"{""geodesic"":true,""type"":""Point"",""coordinates"":[-114.04875,46.71033]}"
1528,-114.05083,21p,Pellet 2014,,137,153,174,188,194,217,226,249,267,276,140,154,167,179,195,223,226,252,270,273,2827,2885,3079,3577,3614,3697,2992,2737,2815,2585,3460,3388,3787,3033,3201,2802,3529,2944,2797,2645,"{""geodesic"":true,""type"":""Point"",""coordinates"":[-114.05083,46.70735]}",,5662,6225,7014,7765,6510,6675,5586,5505,5206,4865,6364,6969,6705,5830,5860,6303,5771,5805,5207,5949,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,"{""geodesic"":true,""type"":""Point"",""coordinates"":[-114.05083,46.70735]}"
